name,price,link_picture,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Sicherheitswarnung,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht,ASIN,Vorgeschlagenes Geschlecht_ Junge ,Vorgeschlagenes Geschlecht_ Junge/Mädchen ,Material_ Kunststoff ,Material_nan,Produktfarbe_encoded,Verpackungsart_encoded,Produkttyp_ Bausatz ,Ursprungsland_ China ,Ursprungsland_ Dänemark ,Ursprungsland_ Indonesien ,Ursprungsland_ Thailand ,Ursprungsland_ Tschechische Republik ,Ursprungsland_ Ungarn ,Ursprungsland_ Österreich ,EU_TSD_Warnung_ Keine Warnung zutreffend ,"EU_TSD_Warnung_ Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",EU_TSD_Warnung_ Nicht für Kinder unter 18 Monaten geeignet ,EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet ,"EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet, Keine Warnung zutreffend ","EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet, Nur für häuslichen Gebrauch bestimmt "
LEGO Ninjago - Coles Erddrache EVO (71782),42.95,https://www.fcw.ch/api/ProcessRequest/169573/BN/268x166-lego-ninjago-coles-erddrache-evo-71782.jpg?sourceId=880353&source=Product,7,99,285, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,385, B0BBRWZ5Q1 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Ninjago - Coles Drachen-Flitzer (71769),54.95,https://www.fcw.ch/api/ProcessRequest/140100/BN/268x166-lego-ninjago-coles-drachen-flitzer-71769.jpg?sourceId=874217&source=Product,8,99,384, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,630, B09QG4312T ,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
LEGO Icons - Blumenstrauss (10280),74.95,https://www.fcw.ch/api/ProcessRequest/137324/BN/268x166-lego-icons-blumenstrauss-10280.jpg?sourceId=861170&source=Product,18,99,756, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,382,262,70,745, B08G4KJGG3 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Ninjago - Kais Mech-Bike EVO (71783),54.95,https://www.fcw.ch/api/ProcessRequest/169399/BN/268x166-lego-ninjago-kais-mech-bike-evo-71783.jpg?sourceId=880355&source=Product,7,99,312, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,222,262,76,530, B0BBRV6FW9 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Ninjago - Jagdhund des kaiserlichen Drachenjägers (71790),24.95,https://www.fcw.ch/api/ProcessRequest/188649/BN/268x166-lego-ninjago-jagdhund-des-kaiserlichen-drachenjaegers-71790.jpg?sourceId=886632&source=Product,6,99,198, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,46,280, B0BPCCLG16 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Speed Champions - Aston Martin Valkyrie AMR Pro & Aston Martin Vantage GT3 (76910),54.95,https://www.fcw.ch/api/ProcessRequest/134494/BN/268x166-lego-speed-champions-aston-martin-valkyrie-amr-pro-aston-martin-vantage-gt3-76910.jpg?sourceId=870448&source=Product,9,99,592, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,70,630, B09BNW682V ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
LEGO DREAMZzz - Krokodilauto (71458) ,69.95,https://www.fcw.ch/api/ProcessRequest/190659/BN/268x166-lego-dreamzzz-krokodilauto-71458.jpg?sourceId=886644&source=Product,8,99,494, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,722, B0BV7D5HBC ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Architecture - Cheops-Pyramide (21058),159.0,https://www.fcw.ch/api/ProcessRequest/139283/BN/268x166-lego-architecture-cheops-pyramide-21058.jpg?sourceId=874273&source=Product,18,99,1476, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,112,2, B09QFSZK1G ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Gabby's Dollhouse - Kitty Fees Gartenparty (10787),39.95,https://www.fcw.ch/api/ProcessRequest/190751/BN/268x166-lego-gabby-s-dollhouse-kitty-fees-gartenparty-10787.jpg?sourceId=886571&source=Product,4,99,130, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,384, B01N1PKFV2 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Star Wars - Darth Vader™ Mech (75368),18.95,https://www.fcw.ch/api/ProcessRequest/190553/BN/268x166-lego-star-wars-darth-vader-mech-75368.jpg?sourceId=886665&source=Product,6,99,139, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,157,141,45,151, B0BV7CF8PT ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Super Mario - Nintendo Entertainment System (71374),299.0,https://www.fcw.ch/api/ProcessRequest/101668/BN/268x166-lego-super-mario-nintendo-entertainment-system-71374.jpg?sourceId=865206&source=Product,18,99,2646, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,480,582,124,4, B08DMFCRF8 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Technic - Appgesteuerter Cat D11 Bulldozer (42131),539.0,https://www.fcw.ch/api/ProcessRequest/124629/BN/268x166-lego-technic-appgesteuerter-cat-d11-bulldozer-42131.jpg?sourceId=864568&source=Product,18,99,3854, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,480,582,170,6, B09MS4L1D1 ,0.0,1.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
LEGO Ninjago - Kaiserliches Mech-Duell gegen den Elementardrachen (71796),99.0,https://www.fcw.ch/api/ProcessRequest/188619/BN/268x166-lego-ninjago-kaiserliches-mech-duell-gegen-den-elementardrachen-71796.jpg?sourceId=886637&source=Product,9,99,1038, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,59,1, B0BPC63C2K ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Icons - Orchidee (10311),59.95,https://www.fcw.ch/api/ProcessRequest/136111/BN/268x166-lego-icons-orchidee-10311.jpg?sourceId=870478&source=Product,18,99,608, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,382,262,70,740, B09BNV2Q49 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Duplo - Bauplatte in Grün (10980),17.95,https://www.fcw.ch/api/ProcessRequest/124734/BN/268x166-lego-duplo-bauplatte-in-gruen-10980.jpg?sourceId=870410&source=Product,1,99,1, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,435,385,6,287, B09BNSPF6G ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LEGO City - Arktis-Forschungsschiff (60368),169.0,https://www.fcw.ch/api/ProcessRequest/188360/BN/268x166-lego-city-arktis-forschungsschiff-60368.jpg?sourceId=886605&source=Product,7,99,815, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,582,118,2, B0BPCBSN89 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Friends - Stadtzentrum (41732),169.0,https://www.fcw.ch/api/ProcessRequest/169874/BN/268x166-lego-friends-stadtzentrum-41732.jpg?sourceId=880325&source=Product,12,99,2010, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,582,103,2, B0BBRXBYP7 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Marvel - Ich bin Groot (76217),59.95,https://www.fcw.ch/api/ProcessRequest/139407/BN/268x166-lego-marvel-ich-bin-groot-76217.jpg?sourceId=874225&source=Product,10,99,476, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,354,191,70,530, B09QFQ2X4G ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Technic - NASCAR Next Gen Chevrolet Camaro ZL1 (42153),59.95,https://www.fcw.ch/api/ProcessRequest/177676/BN/268x166-lego-technic-nascar-next-gen-chevrolet-camaro-zl1-42153.jpg?sourceId=880427&source=Product,9,99,672, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,910, B0BBRWZ6BG ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Classic - Graue Bauplatte (11024),17.95,https://www.fcw.ch/api/ProcessRequest/137141/BN/268x166-lego-classic-graue-bauplatte-11024.jpg?sourceId=870421&source=Product,4,99,1, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,438,387,3,242, B09BNSNR2Y ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
LEGO Creator 3in1 - Exotischer Papagei (31136),29.95,https://www.fcw.ch/api/ProcessRequest/177352/BN/268x166-lego-creator-3in1-exotischer-papagei-31136.jpg?sourceId=880402&source=Product,7,99,253, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,191,61,353, B0BBS2QDNN ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Duplo - 3-in-1-Familienhaus (10994),159.0,https://www.fcw.ch/api/ProcessRequest/190419/BN/268x166-lego-duplo-3-in-1-familienhaus-10994.jpg?sourceId=886567&source=Product,3,99,218, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,480,582,124,3, B01NAIYVJJ ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Technic - Monster Jam Monster Mutt Dalmatian (42150),26.95,https://www.fcw.ch/api/ProcessRequest/169283/BN/268x166-lego-technic-monster-jam-monster-mutt-dalmatian-42150.jpg?sourceId=880379&source=Product,7,99,244, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,91,419, B0BBRXFL11 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Minecraft - Die Eisengolem-Festung (21250),119.0,https://www.fcw.ch/api/ProcessRequest/190711/BN/268x166-lego-minecraft-die-eisengolem-festung-21250.jpg?sourceId=886657&source=Product,9,99,868, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,1, B0BV79LQMY ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Star Wars - Obi-Wan Kenobis Jedi Starfighter (75333),46.95,https://www.fcw.ch/api/ProcessRequest/142089/BN/268x166-lego-star-wars-obi-wan-kenobis-jedi-starfighter-75333.jpg?sourceId=874247&source=Product,7,99,282, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,385, B09QFXRYYH ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Technic - Monster Jam Grave Digger (42118),26.95,https://www.fcw.ch/api/ProcessRequest/124484/BN/268x166-lego-technic-monster-jam-grave-digger-42118.jpg?sourceId=861136&source=Product,7,99,212, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,91,390, B08G4K8Y1F ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Wintersportpark (60366),119.0,https://www.fcw.ch/api/ProcessRequest/188743/BN/268x166-lego-city-wintersportpark-60366.jpg?sourceId=886600&source=Product,7,99,1045, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,94,2, B0BPCCDK6K ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Star Wars - Captain Rex Helm (75349),84.95,https://www.fcw.ch/api/ProcessRequest/177619/BN/268x166-lego-star-wars-captain-rex-helm-75349.jpg?sourceId=880425&source=Product,18,99,854, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,354,191,118,970, B0BBS14N1R ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Technic - John Deere 9620R 4WD Tractor (42136),39.95,https://www.fcw.ch/api/ProcessRequest/161805/BN/268x166-lego-technic-john-deere-9620r-4wd-tractor-42136.jpg?sourceId=880381&source=Product,8,99,390, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,70,650, B09RSNZ447 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
LEGO City - Forscher-U-Boot (60379),119.0,https://www.fcw.ch/api/ProcessRequest/188678/BN/268x166-lego-city-forscher-u-boot-60379.jpg?sourceId=886608&source=Product,7,99,842, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,70,1, B0BPCC3DY8 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Creator 3in1 - Überschalljet (31126),24.95,https://www.fcw.ch/api/ProcessRequest/133767/BN/268x166-lego-creator-3in1-ueberschalljet-31126.jpg?sourceId=870427&source=Product,7,99,215, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,46,382, B09BNTPGVD ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
LEGO Technic - Monster Jam Megalodon (42134),26.95,https://www.fcw.ch/api/ProcessRequest/136669/BN/268x166-lego-technic-monster-jam-megalodon-42134.jpg?sourceId=870324&source=Product,7,99,260, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,91,420, B09BNXY2T3 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Ninjago - Lloyds und Arins Training-Mechs (71794),99.0,https://www.fcw.ch/api/ProcessRequest/188331/BN/268x166-lego-ninjago-lloyds-und-arins-training-mechs-71794.jpg?sourceId=886636&source=Product,9,99,764, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,354,70,1, B0BPC8W2JJ ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Star Wars - Mandalorianer Helm (75328),84.95,https://www.fcw.ch/api/ProcessRequest/130212/BN/268x166-lego-star-wars-mandalorianer-helm-75328.jpg?sourceId=870467&source=Product,18,99,584, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,354,191,91,790, B09BNWZF68 ,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
LEGO Technic - Schwerlast-Abschleppwagen (42128),189.0,https://www.fcw.ch/api/ProcessRequest/124981/BN/268x166-lego-technic-schwerlast-abschleppwagen-42128.jpg?sourceId=864312&source=Product,11,99,2017, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,582,118,2, B08WWPQJTN ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Minecraft - Das zerstörte Portal (21172),39.95,https://www.fcw.ch/api/ProcessRequest/136382/BN/268x166-lego-minecraft-das-zerstoerte-portal-21172.jpg?sourceId=864268&source=Product,8,99,316, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,222,262,76,595, B08WWWGJR6 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Speed Champions - Koenigsegg Jesko (76900),32.95,https://www.fcw.ch/api/ProcessRequest/136969/BN/268x166-lego-speed-champions-koenigsegg-jesko-76900.jpg?sourceId=864223&source=Product,7,99,280, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,72,305, B08W8W71HC ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Icons - Trockenblumengesteck (10314),59.95,https://www.fcw.ch/api/ProcessRequest/174891/BN/268x166-lego-icons-trockenblumengesteck-10314.jpg?sourceId=880391&source=Product,18,99,812, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,660, B01NBG18SX ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Duplo - Mickys und Minnies Geburtstagszug (10941),42.95,https://www.fcw.ch/api/ProcessRequest/124730/BN/268x166-lego-duplo-mickys-und-minnies-geburtstagszug-10941.jpg?sourceId=861142&source=Product,2,99,22, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,70,424, B08GPKTN2B ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Mobile Polizei-Einsatzzentrale (60315),54.95,https://www.fcw.ch/api/ProcessRequest/136862/BN/268x166-lego-city-mobile-polizei-einsatzzentrale-60315.jpg?sourceId=870333&source=Product,6,99,436, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,785, B09BNVM6JF ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Star Wars - Snubfighter der Piraten (75346),46.95,https://www.fcw.ch/api/ProcessRequest/184660/BN/268x166-lego-star-wars-snubfighter-der-piraten-75346.jpg?sourceId=880441&source=Product,8,99,285, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,46,380, B0BBVC5LJD ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Gabby's Dollhouse - Gabbys Puppenhaus (10788),99.0,https://www.fcw.ch/api/ProcessRequest/190803/BN/268x166-lego-gabby-s-dollhouse-gabbys-puppenhaus-10788.jpg?sourceId=886572&source=Product,4,99,498, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,354,94,1, B01N1PKF52 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Star Wars - N-1 Starfighter™ des Mandalorianers – Microfighter (75363),18.95,https://www.fcw.ch/api/ProcessRequest/190542/BN/268x166-lego-star-wars-n-1-starfighter-des-mandalorianers-microfighter-75363.jpg?sourceId=886662&source=Product,6,99,88, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,141,46,100, B0BV7BVR1W ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO DREAMZzz - Der Albwärter (71455),42.95,https://www.fcw.ch/api/ProcessRequest/190605/BN/268x166-lego-dreamzzz-der-albwaerter-71455.jpg?sourceId=886641&source=Product,7,99,274, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,191,61,350, B0BV79Z8ZH ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO City - Mobiles Polizeihunde-Training (60369),24.95,https://www.fcw.ch/api/ProcessRequest/169863/BN/268x166-lego-city-mobiles-polizeihunde-training-60369.jpg?sourceId=880292&source=Product,5,99,197, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,72,434, B0BBRY3DC7 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Star Wars - Der N-1 Starfighter des Mandalorianers (75325),79.95,https://www.fcw.ch/api/ProcessRequest/134517/BN/268x166-lego-star-wars-der-n-1-starfighter-des-mandalorianers-75325.jpg?sourceId=870468&source=Product,9,99,412, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,730, B09BNZXG6W ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Spider-Man - Spider-Man Figur (76226),39.95,https://www.fcw.ch/api/ProcessRequest/149320/BN/268x166-lego-spider-man-spider-man-figur-76226.jpg?sourceId=874230&source=Product,8,99,258, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,61,191,262,307, B09QFWKFS1 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Ninjago - Lloyds Ultragolddrache (71774),169.0,https://www.fcw.ch/api/ProcessRequest/140085/BN/268x166-lego-ninjago-lloyds-ultragolddrache-71774.jpg?sourceId=874222&source=Product,9,99,989, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,70,1, B09QFT5CQG ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Super Mario - Der mächtige Bowser (71411),299.0,https://www.fcw.ch/api/ProcessRequest/154584/BN/268x166-lego-super-mario-der-maechtige-bowser-71411.jpg?sourceId=874260&source=Product,18,99,2807, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,124,582,480,3, B09QFK3R2N ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Ninjago - Zanes Eisdrache (71786),119.0,https://www.fcw.ch/api/ProcessRequest/169741/BN/268x166-lego-ninjago-zanes-eisdrache-71786.jpg?sourceId=880358&source=Product,10,99,973, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,59,1, B0BBRYGN1H ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO City - Löscheinsatz und Verfolgungsjagd (60319),36.95,https://www.fcw.ch/api/ProcessRequest/136076/BN/268x166-lego-city-loescheinsatz-und-verfolgungsjagd-60319.jpg?sourceId=870292&source=Product,5,99,295, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,59,560, B09BNW36Z2 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO City - Baufahrzeuge und Kran mit Abrissbirne (60391),54.95,https://www.fcw.ch/api/ProcessRequest/188799/BN/268x166-lego-city-baufahrzeuge-und-kran-mit-abrissbirne-60391.jpg?sourceId=886603&source=Product,4,99,235, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,970, B0BPCD8L88 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Technic - Dom's Dodge Charger (42111),139.0,https://www.fcw.ch/api/ProcessRequest/56852/BN/268x166-lego-technic-dom-s-dodge-charger-42111.jpg?sourceId=851771&source=Product,7,99,154, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,157,61,1, B08G49HYQB ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
LEGO Art - Hokusai – Große Welle (31208),119.0,https://www.fcw.ch/api/ProcessRequest/169514/BN/268x166-lego-art-hokusai-grosse-welle-31208.jpg?sourceId=880281&source=Product,18,99,1810, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,112,2, B0BBRY1XKD ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Sonic - Sonic vs. Dr. Eggmans Death Egg Robot (76993),79.95,https://www.fcw.ch/api/ProcessRequest/190574/BN/268x166-lego-sonic-sonic-vs-dr-eggmans-death-egg-robot-76993.jpg?sourceId=886672&source=Product,8,99,615, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,700, B0BV7B5V9K ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO DREAMZzz - Pegasus (71457),54.95,https://www.fcw.ch/api/ProcessRequest/190796/BN/268x166-lego-dreamzzz-pegasus-71457.jpg?sourceId=886643&source=Product,8,99,482, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,76,641, B0BV793KCY ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
